rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score	prad_annotation
3182	C4orf23	gene	179639	9.991e-05	970	0.0005685	
3183	COCH	gene	179436	9.98e-05	695	0.00433118	
3184	AEN	gene	179292	9.972e-05	825	0.00209534	
3185	NPNT	gene	179243	9.969e-05	610	0.00332786	
3186	SEPP1	gene	179237	9.969e-05	684	0.00135232	
3187	GRTP1	gene	179223	9.968e-05	803	0.00268901	
3188	PPAPDC2	gene	178944	9.952e-05	740	0.00112308	
3189	ALDH1A1	gene	178530	9.929e-05	512	0.00990938	
3190	PIM1	gene	178239	9.913e-05	670	0.00394526	
3191	GJB2	gene	177617	9.879e-05	401	0.01427903	
3192	TRA2A	gene	177409	9.867e-05	544	0.00719824	
3193	ARFGAP3	gene	176899	9.839e-05	704	0.00409199	
3194	NUB1	gene	176897	9.839e-05	797	0.00288741	
3195	C21orf34	gene	176805	9.833e-05	879	0.0007631	
3196	BLMH	gene	176652	9.825e-05	457	0.01035486	
3197	C19orf12	gene	175773	9.776e-05	805	0.00102601	
3198	PROM2	gene	175752	9.775e-05	835	0.00099097	
3199	PCDHB16	gene	175750	9.775e-05	667	0.00534669	
3200	ELOVL7	gene	175603	9.767e-05	605	0.00310859	
3201	MEAF6	gene	175586	9.766e-05	553	0.00700573	
3202	SLC25A15	gene	175346	9.752e-05	843	0.00215835	
3203	STYK1	gene	174835	9.724e-05	582	0.00391023	
3204	CMTM3	gene	174790	9.721e-05	668	0.00191375	
3205	BBS4	gene	174611	9.711e-05	381	0.01770139	
3206	PKNOX1	gene	174523	9.707e-05	670	0.00501883	
3207	LRRC34	gene	174162	9.686e-05	944	0.00072191	
3208	TTC31	gene	173986	9.677e-05	855	0.00136315	
3209	MDH1	gene	173784	9.665e-05	896	0.000645	
3210	ALPK3	gene	173427	9.646e-05	974	0.00051784	
3211	VIRMA	gene	173398	9.644e-05	780	0.00061615	
3212	ANP32A	gene	173227	9.634e-05	453	0.00893602	
3213	TMEM159	gene	173167	9.631e-05	606	0.00715955	
3214	EEF2K	gene	172500	9.594e-05	550	0.0050144	
3215	CDK2AP1	gene	172110	9.572e-05	518	0.00610321	
3216	LOC151162	gene	171984	9.565e-05	899	0.00064846	
3217	05-Mar	gene	171849	9.558e-05	629	0.00147678	
3218	EPN2	gene	171790	9.555e-05	437	0.01086828	
3219	PNP	gene	171596	9.544e-05	574	0.00582925	
3220	ZNF799	gene	171538	9.54e-05	908	0.00062655	
3221	DAPK1	gene	171378	9.532e-05	528	0.00920634	
3222	C5orf13	gene	171268	9.525e-05	869	0.00064823	
3223	ABHD2	gene	171186	9.521e-05	597	0.00204092	
3224	DOK7	gene	171090	9.516e-05	793	0.00226538	
3225	DOCK6	gene	171060	9.514e-05	704	0.00348389	
3226	LOC144486	gene	170809	9.5e-05	846	0.00082836	
3227	SLC4A4	gene	170786	9.499e-05	601	0.00255416	
3228	OVGP1	gene	170575	9.487e-05	474	0.01047787	
3229	GFOD2	gene	170470	9.481e-05	573	0.00575646	
3230	IL17RE	gene	170468	9.481e-05	743	0.00297109	
3231	MAPK13	gene	169981	9.454e-05	437	0.01203618	
3232	KCNN2	gene	169979	9.454e-05	608	0.00457018	
3233	LIPH	gene	169556	9.43e-05	495	0.00639481	
3234	MPL	gene	169218	9.411e-05	592	0.00608589	
3235	FAM118B	gene	169005	9.4e-05	663	0.00413951	
3236	CD8B	gene	168928	9.395e-05	521	0.00584458	
3237	TMED8	gene	168683	9.382e-05	346	0.0167711	
3238	SLC29A2	gene	168681	9.382e-05	668	0.00411873	
3239	NXPH4	gene	168630	9.379e-05	744	0.00218486	
3240	DLX1	gene	168618	9.378e-05	743	0.00263624	
3241	LYPLA1	gene	168508	9.372e-05	427	0.00921345	
3242	SLC25A42	gene	168505	9.372e-05	665	0.00269792	
3243	FMNL1	gene	168014	9.344e-05	611	0.00493274	
3244	GATS	gene	167952	9.341e-05	879	0.00066896	
3245	C17orf46	gene	167702	9.327e-05	883	0.0006592	
3246	PAK1IP1	gene	167440	9.313e-05	614	0.00380651	
3247	MT1F	gene	167338	9.307e-05	775	0.00143288	
3248	ARHGEF4	gene	167239	9.301e-05	562	0.00509141	
3249	B3GNT9	gene	166814	9.278e-05	705	0.00110081	
3250	ALAS1	gene	166781	9.276e-05	403	0.01253077	
3251	PGK2	gene	166758	9.275e-05	213	0.03809478	
3252	FAM21B	gene	166709	9.272e-05	834	0.00075664	
3253	AFMID	gene	166608	9.266e-05	561	0.00375518	
3254	TMEM26	gene	166603	9.266e-05	751	0.00208561	
3255	LUZP2	gene	166378	9.254e-05	873	0.00066019	
3256	PAIP2B	gene	166150	9.241e-05	535	0.00398273	
3257	MOAP1	gene	166023	9.234e-05	540	0.00488328	
3258	SLC6A3	gene	165277	9.192e-05	461	0.0105287	
3259	PRPSAP1	gene	165230	9.19e-05	601	0.00447422	
3260	GREB1	gene	164818	9.167e-05	610	0.00247668	
3261	FAM92A1	gene	164817	9.167e-05	730	0.00097994	
3262	PIGL	gene	164560	9.152e-05	808	0.0011396	
3263	UGP2	gene	164424	9.145e-05	518	0.00710183	
3264	GYG1	gene	164073	9.125e-05	500	0.00809752	
3265	ADH7	gene	164052	9.124e-05	745	0.00249741	
3266	MT1G	gene	163848	9.113e-05	752	0.00133144	
3267	SH3YL1	gene	163829	9.112e-05	771	0.0015218	
3268	COL28A1	gene	163711	9.105e-05	499	0.00638335	
3269	BCAM	gene	163668	9.103e-05	509	0.00502479	
3270	RASD2	gene	163617	9.1e-05	677	0.00196176	
3271	C10orf108	gene	163604	9.099e-05	807	0.00077536	
3272	SARM1	gene	163548	9.096e-05	456	0.00963766	
3273	ST6GAL2	gene	163468	9.092e-05	692	0.00338182	
3274	RICH2	gene	163387	9.087e-05	629	0.00147795	
3275	MTHFD2	gene	163201	9.077e-05	508	0.00523921	
3276	OSBPL7	gene	163176	9.075e-05	573	0.00222781	
3277	EDARADD	gene	163131	9.073e-05	712	0.00150081	
3278	MAP2	gene	163101	9.071e-05	367	0.01269535	
3279	PLEKHA4	gene	163043	9.068e-05	702	0.00065473	
3280	C19orf2	gene	163023	9.067e-05	768	0.00090588	
3281	NLGN4X	gene	162969	9.064e-05	496	0.00881617	
3282	TMEM63C	gene	162788	9.054e-05	603	0.00415137	
3283	BMF	gene	162667	9.047e-05	742	0.00219334	
3284	MACROD2	gene	162400	9.032e-05	870	0.00065125	
3285	RIMBP2	gene	162188	9.02e-05	748	0.00223621	
3286	ACAD8	gene	162109	9.016e-05	461	0.00773788	
3287	C15orf37	gene	162055	9.013e-05	716	0.00106756	
3288	SEMA4B	gene	161857	9.002e-05	662	0.00290158	
3289	SAMD13	gene	161791	8.998e-05	675	0.00278025	
3290	MON1B	gene	161533	8.984e-05	528	0.00488576	
3291	GSTA4	gene	161360	8.974e-05	491	0.00646647	
3292	GRAMD1C	gene	161192	8.965e-05	528	0.00527348	
3293	FANCF	gene	160948	8.952e-05	589	0.0053615	
3294	SEMA3F	gene	160817	8.944e-05	561	0.00508317	
3295	SLC16A1	gene	160590	8.932e-05	519	0.0056069	
3296	FOXD3	gene	160575	8.931e-05	518	0.0067016	
3297	MBOAT1	gene	160236	8.912e-05	525	0.00671734	
3298	BRSK2	gene	159941	8.895e-05	470	0.00842208	
3299	TIMD4	gene	159350	8.863e-05	497	0.00640269	
3300	C1orf204	gene	159021	8.844e-05	680	0.0011256	
3301	SIDT1	gene	158859	8.835e-05	530	0.00468214	
3302	C10orf47	gene	158590	8.82e-05	677	0.00104216	
3303	RNF130	gene	158541	8.818e-05	497	0.00512851	
3304	SLC9A2	gene	158412	8.81e-05	537	0.00243594	
3305	LOC283267	gene	158213	8.799e-05	789	0.00073165	
3306	LOC284233	gene	158005	8.788e-05	810	0.00064742	
3307	PHLDA2	gene	157884	8.781e-05	841	0.00091092	
3308	PLIN5	gene	157827	8.778e-05	748	0.00184956	
3309	ATP6V1G1	gene	157806	8.777e-05	464	0.00779537	
3310	SRD5A1	gene	157471	8.758e-05	518	0.00571278	[PRAD target] 5alpha-reductase type 1; converts testosterone to DHT; Drugs: dutasteride (Avodart) [dual 5ARi]
3311	LEPREL1	gene	157392	8.754e-05	723	0.00090306	
3312	CHPF2	gene	157028	8.733e-05	593	0.00223803	
3313	SLC5A1	gene	157027	8.733e-05	552	0.0055332	
3314	LZTFL1	gene	156868	8.725e-05	441	0.00774408	
3315	RYR3	gene	156736	8.717e-05	531	0.00682975	
3316	CD82	gene	156635	8.712e-05	361	0.01366484	
3317	SLC18A3	gene	156450	8.701e-05	293	0.01888314	
3318	ZBED1	gene	156380	8.697e-05	551	0.00685237	
3319	KIAA0319L	gene	156314	8.694e-05	541	0.00472824	
3320	C15orf34	gene	156214	8.688e-05	690	0.00114937	
3321	C16orf57	gene	155994	8.676e-05	784	0.00073073	
3322	DLGAP1	gene	155892	8.67e-05	376	0.01008438	
3323	C1orf95	gene	155842	8.668e-05	853	0.00054116	
3324	ACSS2	gene	155812	8.666e-05	618	0.00353115	
3325	PCDHB8	gene	155771	8.664e-05	801	0.00078402	
3326	WBSCR17	gene	155693	8.659e-05	741	0.00082105	
3327	PLA1A	gene	155509	8.649e-05	656	0.001512	
3328	PACS1	gene	155444	8.645e-05	638	0.00302413	
3329	PDCD7	gene	155289	8.637e-05	627	0.00396042	
3330	SPATS2L	gene	155061	8.624e-05	632	0.0029999	
3331	ANKRD22	gene	155039	8.623e-05	588	0.0051611	
3332	TDRKH	gene	154999	8.621e-05	529	0.00767456	
3333	C7orf44	gene	154956	8.618e-05	801	0.00065621	
3334	ST6GALNAC1	gene	154884	8.614e-05	556	0.00264041	
3335	ZNF319	gene	154854	8.613e-05	815	0.00107689	
3336	LOC100128164	gene	154536	8.595e-05	777	0.0007466	
3337	OXCT1	gene	154455	8.59e-05	350	0.01256953	
3338	STK33	gene	154150	8.573e-05	758	0.00126854	
3339	KCTD12	gene	154068	8.569e-05	566	0.00606711	
3340	ZNF350	gene	154034	8.567e-05	849	0.0008106	
3341	KIAA0087	gene	153834	8.556e-05	751	0.00082833	
3342	ZSWIM4	gene	153680	8.547e-05	674	0.00205869	
3343	HCN2	gene	153565	8.541e-05	518	0.00733684	
3344	NKIRAS1	gene	153430	8.533e-05	608	0.00280386	
3345	SLC1A4	gene	153322	8.527e-05	656	0.00251374	
3346	MARCKSL1	gene	153099	8.515e-05	434	0.00664525	
3347	KIAA0802	gene	153047	8.512e-05	812	0.00063648	
3348	IL15RA	gene	153032	8.511e-05	465	0.00467798	
3349	PCDHB17	gene	152856	8.501e-05	797	0.00063318	
3350	FGD1	gene	152848	8.501e-05	492	0.00760374	
3351	MKS1	gene	152782	8.497e-05	329	0.01435264	
3352	ZNF84	gene	152514	8.482e-05	685	0.00192484	
3353	SPRR2F	gene	152451	8.479e-05	253	0.02260798	
3354	HSD17B6	gene	152118	8.46e-05	488	0.00563796	
3355	B3GNT2	gene	152052	8.457e-05	331	0.01369308	
3356	B3GNT6	gene	152017	8.455e-05	744	0.00071498	
3357	TSPAN19	gene	151979	8.453e-05	663	0.00271412	
3358	C2orf77	gene	151926	8.45e-05	662	0.00107017	
3359	ADHFE1	gene	151921	8.449e-05	765	0.00071206	
3360	PRICKLE4	gene	151687	8.436e-05	473	0.00699745	
3361	MKNK1	gene	151427	8.422e-05	560	0.00527715	
3362	EGLN3	gene	151252	8.412e-05	390	0.01172319	
3363	TMEM104	gene	151201	8.409e-05	716	0.00163732	
3364	RAP1GAP	gene	151040	8.4e-05	521	0.00462937	
3365	SLC41A1	gene	151017	8.399e-05	331	0.01352381	
3366	LOC115110	gene	150998	8.398e-05	556	0.0015854	
3367	ZBTB12	gene	150994	8.398e-05	695	0.00099265	
3368	PRIM2	gene	150440	8.367e-05	398	0.00836269	
3369	SSH3	gene	150030	8.344e-05	630	0.00294049	
3370	TMEM143	gene	149856	8.335e-05	656	0.00314514	
3371	ARGFXP2	gene	149597	8.32e-05	843	0.00048997	
3372	RIT2	gene	149378	8.308e-05	693	0.0024952	
3373	FSHB	gene	149301	8.304e-05	300	0.01761559	
3374	TMC1	gene	149269	8.302e-05	561	0.004796	
3375	SLC45A3	gene	149142	8.295e-05	491	0.0048599	
3376	TFEB	gene	148809	8.276e-05	423	0.00624281	
3377	ZNF354A	gene	148430	8.255e-05	687	0.0017488	
3378	KAZALD1	gene	148354	8.251e-05	577	0.0038698	
3379	ZNF467	gene	148158	8.24e-05	436	0.00656213	
3380	HCG27	gene	148092	8.236e-05	808	0.00058955	
3381	CPLX3	gene	148024	8.233e-05	452	0.00880248	
3382	AUTS2	gene	147737	8.217e-05	411	0.00774775	
3383	TPD52L1	gene	147719	8.216e-05	495	0.00532831	
3384	TOM1L2	gene	147630	8.211e-05	476	0.00547587	
3385	SEMA6A	gene	147473	8.202e-05	460	0.00853689	
3386	EPHA8	gene	147363	8.196e-05	379	0.00906137	
3387	ARG2	gene	147143	8.184e-05	516	0.00531174	
3388	TBL1Y	gene	147132	8.183e-05	427	0.00604077	
3389	MTMR9L	gene	147028	8.177e-05	539	0.00153657	
3390	ZC4H2	gene	147007	8.176e-05	552	0.0051375	
3391	HOMEZ	gene	146828	8.166e-05	585	0.00284014	
3392	ELL2	gene	146720	8.16e-05	440	0.00513411	
3393	PQLC3	gene	146096	8.125e-05	598	0.00126371	
3394	FOXN1	gene	146047	8.123e-05	486	0.00396801	
3395	LOC100129716	gene	145976	8.119e-05	748	0.00070666	
3396	CDKL2	gene	145970	8.118e-05	642	0.0022489	
3397	GALNS	gene	145707	8.104e-05	320	0.01696062	
3398	ZNF589	gene	145660	8.101e-05	621	0.00150369	
3399	C14orf182	gene	145427	8.088e-05	685	0.00091006	
3400	FAM104A	gene	145423	8.088e-05	719	0.000974	
3401	HEXA	gene	145404	8.087e-05	365	0.00939038	
3402	TDH	gene	145370	8.085e-05	748	0.00063284	
3403	GRAMD1A	gene	145345	8.084e-05	375	0.01122137	
3404	C9	gene	145316	8.082e-05	460	0.00536786	
3405	C15orf56	gene	145092	8.07e-05	578	0.00135358	
3406	MAF	gene	145026	8.066e-05	419	0.00710894	
3407	PTPRU	gene	144741	8.05e-05	551	0.00477942	
3408	SEPHS1	gene	144658	8.045e-05	601	0.00436795	
3409	GGA2	gene	144517	8.038e-05	313	0.01568227	
3410	ZNF606	gene	144301	8.026e-05	696	0.00100873	
3411	GCM1	gene	144116	8.015e-05	500	0.00469321	
3412	FLJ42709	gene	143973	8.007e-05	655	0.00086682	
3413	SEMA3E	gene	143834	8e-05	390	0.00727121	
3414	ZNF141	gene	143501	7.981e-05	711	0.00074928	
3415	HS6ST2	gene	143374	7.974e-05	634	0.00257148	
3416	SGCD	gene	143270	7.968e-05	354	0.00934812	
3417	GLRX	gene	142815	7.943e-05	387	0.00945149	
3418	CMBL	gene	142787	7.941e-05	500	0.00431607	
3419	LONRF1	gene	142760	7.94e-05	468	0.00403349	
3420	EPHA6	gene	142603	7.931e-05	381	0.00824783	
3421	MYBL1	gene	142435	7.922e-05	436	0.00598427	
3422	ANTXR2	gene	142289	7.914e-05	277	0.01714845	
3423	MAGED4	gene	142083	7.902e-05	438	0.00374235	
3424	TM2D3	gene	142080	7.902e-05	316	0.01328415	
3425	C15orf29	gene	141894	7.892e-05	723	0.00065548	
3426	ZNF343	gene	141681	7.88e-05	694	0.00079252	
3427	LOC283314	gene	141614	7.876e-05	715	0.00072289	
3428	HYLS1	gene	141600	7.875e-05	658	0.00117197	
3429	TTC12	gene	141514	7.871e-05	589	0.00320748	
3430	NIPSNAP3B	gene	141401	7.864e-05	676	0.00223687	
3431	GLDC	gene	141382	7.863e-05	182	0.03439692	
3432	AQP3	gene	141268	7.857e-05	338	0.01406541	
3433	RBM24	gene	141085	7.847e-05	502	0.00586447	
3434	ATAD2	gene	140688	7.825e-05	440	0.00513722	
3435	GLB1L3	gene	140580	7.819e-05	555	0.00158864	
3436	PRSS16	gene	140436	7.811e-05	536	0.00292894	
3437	C1orf64	gene	140412	7.809e-05	577	0.00109732	
3438	PCDHB13	gene	140235	7.799e-05	751	0.00088094	
3439	PSEN2	gene	140049	7.789e-05	341	0.00983872	
3440	ROPN1	gene	140029	7.788e-05	313	0.0136395	
3441	SPOCK1	gene	139739	7.772e-05	650	0.0017729	
3442	FAM95B1	gene	139166	7.74e-05	688	0.00075554	
3443	EAF2	gene	139154	7.739e-05	443	0.00721073	
3444	PIK3IP1	gene	139008	7.731e-05	596	0.00240157	
3445	PERP	gene	138568	7.707e-05	484	0.00377715	
3446	FMO5	gene	138546	7.706e-05	437	0.00477877	
3447	ATRNL1	gene	138462	7.701e-05	627	0.00192554	
3448	NAT1	gene	138320	7.693e-05	520	0.00214945	
3449	ADH5	gene	138113	7.681e-05	473	0.00292744	
3450	PLEKHG2	gene	138111	7.681e-05	601	0.00148828	
3451	MEP1A	gene	138091	7.68e-05	364	0.01085791	
3452	HIST2H4A	gene	138076	7.679e-05	718	0.00062711	
3453	C14orf37	gene	137708	7.659e-05	723	0.00056299	
3454	LCA5L	gene	137110	7.626e-05	492	0.00470394	
3455	GGT1	gene	137108	7.626e-05	316	0.01253587	
3456	CNTNAP2	gene	136971	7.618e-05	300	0.01207998	
3457	ZNF773	gene	136719	7.604e-05	695	0.00104543	
3458	KCNMB2	gene	136587	7.597e-05	358	0.00983866	
3459	CNKSR2	gene	136496	7.592e-05	420	0.00436586	
3460	RORC	gene	136391	7.586e-05	403	0.00650568	
3461	KIF1C	gene	135958	7.562e-05	328	0.01233113	
3462	LOC374443	gene	135858	7.556e-05	541	0.00134635	
3463	RIC8B	gene	135803	7.553e-05	255	0.0192141	
3464	ARHGEF37	gene	135759	7.551e-05	507	0.0019129	
3465	TMEM45B	gene	135282	7.524e-05	546	0.00159544	
3466	C22orf29	gene	135167	7.518e-05	705	0.00062496	
3467	ZNF577	gene	135100	7.514e-05	581	0.0017966	
3468	SH3TC1	gene	134709	7.492e-05	477	0.00199835	
3469	PTGR1	gene	134616	7.487e-05	581	0.0018048	
3470	DMXL1	gene	134551	7.483e-05	394	0.0047003	
3471	ALKBH1	gene	134550	7.483e-05	638	0.00104092	
3472	EFS	gene	134322	7.471e-05	435	0.00633872	
3473	PPM1K	gene	134322	7.471e-05	421	0.00559206	
3474	TRIM46	gene	134112	7.459e-05	528	0.00341763	
3475	GLRX2	gene	134103	7.458e-05	543	0.00262313	
3476	ZYG11A	gene	133925	7.449e-05	381	0.00954618	
3477	GDA	gene	133757	7.439e-05	248	0.02143954	
3478	LOC100129637	gene	133608	7.431e-05	634	0.00074809	
3479	LEPRE1	gene	133558	7.428e-05	501	0.0013672	
3480	OR10H1	gene	133452	7.422e-05	448	0.00383064	
3481	CBARA1	gene	133436	7.421e-05	626	0.00086213	
3482	ZNF677	gene	133312	7.414e-05	585	0.00266609	
3483	PTP4A2	gene	133306	7.414e-05	209	0.02457422	
3484	CCNG2	gene	133180	7.407e-05	396	0.00525119	
3485	PTPRM	gene	133165	7.406e-05	436	0.00391407	
3486	RASSF6	gene	132755	7.383e-05	462	0.002106	
3487	PHKA2	gene	132631	7.377e-05	380	0.00723328	
3488	ST3GAL5	gene	132417	7.365e-05	517	0.00423467	
3489	INPP5E	gene	132367	7.362e-05	462	0.00384937	
3490	MCF2L2	gene	132332	7.36e-05	590	0.00150378	
3491	WDR66	gene	132222	7.354e-05	585	0.00273947	
3492	SPSB1	gene	131968	7.34e-05	497	0.00306102	
3493	PLA2G2A	gene	131922	7.337e-05	208	0.02473444	
3494	TUBD1	gene	131692	7.324e-05	439	0.00440715	
3495	MYCL1	gene	131658	7.322e-05	652	0.00075442	
3496	GALNT14	gene	131651	7.322e-05	424	0.00478211	
3497	C11orf95	gene	131535	7.316e-05	573	0.00098128	
3498	SLC10A4	gene	131523	7.315e-05	580	0.00115569	
3499	MORC4	gene	131518	7.315e-05	427	0.00307356	
3500	IQCG	gene	131279	7.301e-05	574	0.00114694	
3501	SYN2	gene	131161	7.295e-05	195	0.02829768	
3502	LHFPL1	gene	131079	7.29e-05	574	0.00247024	
3503	ING1	gene	130866	7.278e-05	342	0.00990208	
3504	B3GAT1	gene	130733	7.271e-05	175	0.03456532	
3505	LAMB4	gene	130631	7.265e-05	588	0.00165902	
3506	XPNPEP1	gene	130523	7.259e-05	271	0.01603455	
3507	AKIRIN2	gene	130128	7.237e-05	521	0.0006665	
3508	CTSL1	gene	130120	7.237e-05	512	0.00131157	
3509	HEYL	gene	130056	7.233e-05	528	0.0030022	
3510	CBLL1	gene	129981	7.229e-05	376	0.00517691	
3511	SCD5	gene	129965	7.228e-05	375	0.00920573	
3512	ITGA10	gene	129919	7.226e-05	295	0.01220799	
3513	TOMM70A	gene	129689	7.213e-05	472	0.00145047	
3514	JKAMP	gene	129409	7.197e-05	443	0.00200073	
3515	NOVA1	gene	129233	7.188e-05	459	0.00419266	
3516	BIRC7	gene	128921	7.17e-05	352	0.01022464	
3517	SLC1A2	gene	128779	7.162e-05	399	0.00525774	
3518	IPCEF1	gene	128557	7.15e-05	506	0.00494883	
3519	GRHL3	gene	128488	7.146e-05	422	0.00536178	
3520	CIR1	gene	128468	7.145e-05	302	0.01214031	
3521	PID1	gene	128279	7.135e-05	414	0.00396199	
3522	ICA1L	gene	128065	7.123e-05	589	0.00103035	
3523	STARD7	gene	127941	7.116e-05	369	0.00817814	
3524	MPHOSPH6	gene	127903	7.114e-05	524	0.00349696	
3525	FAM117A	gene	127551	7.094e-05	515	0.0021142	
3526	TMEM217	gene	127550	7.094e-05	502	0.00121408	
3527	PACSIN1	gene	127515	7.092e-05	376	0.00732927	
3528	ABHD3	gene	127293	7.08e-05	429	0.00273092	
3529	SERPINA11	gene	126833	7.054e-05	429	0.00398219	
3530	RBM11	gene	126719	7.048e-05	417	0.00570888	
3531	RAB39B	gene	126652	7.044e-05	468	0.00529975	
3532	ANKRD34B	gene	126492	7.035e-05	603	0.00080168	
3533	STXBP5L	gene	126483	7.035e-05	422	0.00573907	
3534	C16orf62	gene	126367	7.028e-05	619	0.00071896	
3535	PCDHB6	gene	126323	7.026e-05	487	0.00496899	
3536	TMEM59L	gene	126310	7.025e-05	324	0.00967447	
3537	SCAMP5	gene	125882	7.001e-05	404	0.00459412	
3538	CROT	gene	125811	6.997e-05	426	0.00297448	
3539	TPK1	gene	125525	6.981e-05	331	0.01012027	
3540	PDE6B	gene	125513	6.981e-05	324	0.00860098	
3541	TAS1R3	gene	125416	6.975e-05	359	0.00885494	
3542	C1QTNF9	gene	125216	6.964e-05	309	0.01023573	
3543	PHOSPHO2	gene	125114	6.959e-05	457	0.00302147	
3544	FAM5C	gene	124850	6.944e-05	458	0.00144306	
3545	NAE1	gene	124751	6.938e-05	343	0.01102871	
3546	PAMR1	gene	124656	6.933e-05	547	0.00097027	
3547	CHST14	gene	124239	6.91e-05	525	0.00158185	
3548	FAM105B	gene	123928	6.893e-05	436	0.00171189	
3549	PPM1J	gene	123438	6.865e-05	566	0.00173756	
3550	NAV1	gene	123407	6.864e-05	349	0.00747149	
3551	RHD	gene	123349	6.86e-05	547	0.00291701	
3552	GARNL3	gene	122774	6.828e-05	562	0.00111538	
3553	ADAM21	gene	122695	6.824e-05	243	0.01720963	
3554	NIPAL3	gene	122514	6.814e-05	446	0.00156733	
3555	CDADC1	gene	122472	6.812e-05	520	0.00242477	
3556	GRM7	gene	122348	6.805e-05	369	0.00728232	
3557	SH2D5	gene	122219	6.797e-05	445	0.00275602	
3558	C9orf100	gene	122216	6.797e-05	545	0.00085167	
3559	GPRC5D	gene	122183	6.795e-05	342	0.00968867	
3560	PLCL1	gene	122106	6.791e-05	330	0.00655404	
3561	YRDC	gene	121952	6.783e-05	526	0.00266517	
3562	BPNT1	gene	121834	6.776e-05	281	0.01529346	
3563	C9orf150	gene	121515	6.758e-05	527	0.00096104	
3564	LOC389332	gene	121476	6.756e-05	462	0.00139088	
3565	ADCY10	gene	121325	6.748e-05	349	0.0077693	
3566	RCAN3	gene	121299	6.746e-05	365	0.0034088	
3567	TP53	gene	121004	6.73e-05	447	0.00069583	[PRAD target] Tumor suppressor; mutated/deleted in ~50% mCRPC, ~70% NEPC; Drugs: APR-246 (eprenetapopt) [p53 reactivator, for TP53 mut]; idasanutlin (RG7388), navtemadlin (AMG-232), milademetan (DS-3032) [MDM2i for TP53 WT]; clinical trials in PRAD
3568	CHP	gene	120967	6.728e-05	466	0.00136435	
3569	MBD6	gene	120895	6.724e-05	525	0.00168846	
3570	LOC153328	gene	120756	6.716e-05	523	0.00097489	
3571	C9orf68	gene	120637	6.71e-05	530	0.00107199	
3572	DUSP16	gene	120631	6.709e-05	322	0.0079624	
3573	BANK1	gene	120560	6.705e-05	527	0.00123816	
3574	NUDT9	gene	120546	6.704e-05	264	0.01345704	
3575	FOXI3	gene	120350	6.694e-05	599	0.00071246	
3576	GBA2	gene	120210	6.686e-05	366	0.00680234	
3577	FAM35B	gene	120132	6.681e-05	472	0.00127016	
3578	C1orf201	gene	119506	6.647e-05	486	0.00115659	
3579	ZNF167	gene	119248	6.632e-05	633	0.00057034	
3580	HUNK	gene	119179	6.628e-05	467	0.00249686	
3581	C6orf192	gene	119044	6.621e-05	429	0.00161338	
3582	SLC38A4	gene	118298	6.579e-05	479	0.00107524	
3583	CILP2	gene	118034	6.565e-05	402	0.00331429	
3584	TRIM16	gene	118033	6.565e-05	370	0.00585487	
3585	FFAR2	gene	118020	6.564e-05	267	0.01170946	
3586	GDPD4	gene	117995	6.563e-05	634	0.00061858	
3587	BCAP29	gene	117858	6.555e-05	350	0.0072209	
3588	ZNF835	gene	117160	6.516e-05	478	0.00347235	
3589	SYBU	gene	117143	6.515e-05	310	0.00854206	
3590	H4C6	gene	116987	6.507e-05	439	0.000606	
3591	NKX2-2	gene	116972	6.506e-05	295	0.01045769	
3592	ABCA4	gene	116751	6.493e-05	437	0.00228713	
3593	C6orf132	gene	116704	6.491e-05	630	0.00052852	
3594	SYTL4	gene	116589	6.484e-05	401	0.00421371	
3595	C12orf43	gene	116458	6.477e-05	408	0.00516557	
3596	CD58	gene	116227	6.464e-05	312	0.00923134	
3597	TMEM44	gene	116224	6.464e-05	351	0.00337749	
3598	TUFT1	gene	116221	6.464e-05	301	0.00892022	
3599	SEC14L5	gene	116050	6.454e-05	430	0.00141344	
3600	TMEM150C	gene	116001	6.452e-05	452	0.00123411	
3601	PCDHB7	gene	115896	6.446e-05	416	0.00572084	
3602	CYTSB	gene	115831	6.442e-05	452	0.0013197	
3603	PARP16	gene	115386	6.417e-05	367	0.00578429	
3604	ZNF215	gene	114594	6.373e-05	373	0.00393021	
3605	PHYHIPL	gene	114583	6.373e-05	378	0.00570936	
3606	PGAM4	gene	114231	6.353e-05	315	0.00719876	
3607	LPHN2	gene	114225	6.353e-05	389	0.00159434	
3608	IL17C	gene	114217	6.352e-05	339	0.00819571	
3609	ADIPOR2	gene	114043	6.343e-05	222	0.01485146	
3610	PARM1	gene	113631	6.32e-05	275	0.01022906	
3611	FASTKD2	gene	113511	6.313e-05	431	0.00370021	
3612	HNRNPL	gene	113247	6.298e-05	464	0.00075251	
3613	LMAN1L	gene	112914	6.28e-05	304	0.00921714	
3614	LOC643837	gene	112768	6.272e-05	476	0.00118789	
3615	SKA2	gene	112658	6.266e-05	284	0.00900289	
3616	IL27	gene	112257	6.243e-05	297	0.01093257	
3617	IMPA1	gene	112089	6.234e-05	336	0.00389026	
3618	03-Mar	gene	111638	6.209e-05	436	0.00128854	
3619	CARNS1	gene	111194	6.184e-05	531	0.00178755	
3620	LOC389493	gene	111098	6.179e-05	362	0.00188688	
3621	KCNC2	gene	111087	6.178e-05	439	0.00369992	
3622	C1orf210	gene	111076	6.178e-05	462	0.00265681	
